Order23	POAexemptCode	Description
72825	T23.612S	"Corrosion of second degree of left thumb (nail), sequela"
72828	T23.619D	"Corrosion of second degree of unspecified thumb (nail), subsequent encounter"
72829	T23.619S	"Corrosion of second degree of unspecified thumb (nail), sequela"
72833	T23.621D	"Corrosion of second degree of single right finger (nail) except thumb, subsequent encounter"
72834	T23.621S	"Corrosion of second degree of single right finger (nail) except thumb, sequela"
72837	T23.622D	"Corrosion of second degree of single left finger (nail) except thumb, subsequent encounter"
72838	T23.622S	"Corrosion of second degree of single left finger (nail) except thumb, sequela"
72841	T23.629D	"Corrosion of second degree of unspecified single finger (nail) except thumb, subsequent encounter"
72842	T23.629S	"Corrosion of second degree of unspecified single finger (nail) except thumb, sequela"
72846	T23.631D	"Corrosion of second degree of multiple right fingers (nail), not including thumb, subsequent encounter"
72847	T23.631S	"Corrosion of second degree of multiple right fingers (nail), not including thumb, sequela"
72850	T23.632D	"Corrosion of second degree of multiple left fingers (nail), not including thumb, subsequent encounter"
72851	T23.632S	"Corrosion of second degree of multiple left fingers (nail), not including thumb, sequela"
72854	T23.639D	"Corrosion of second degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter"
72855	T23.639S	"Corrosion of second degree of unspecified multiple fingers (nail), not including thumb, sequela"
72859	T23.641D	"Corrosion of second degree of multiple right fingers (nail), including thumb, subsequent encounter"
72860	T23.641S	"Corrosion of second degree of multiple right fingers (nail), including thumb, sequela"
72863	T23.642D	"Corrosion of second degree of multiple left fingers (nail), including thumb, subsequent encounter"
72864	T23.642S	"Corrosion of second degree of multiple left fingers (nail), including thumb, sequela"
72867	T23.649D	"Corrosion of second degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
72868	T23.649S	"Corrosion of second degree of unspecified multiple fingers (nail), including thumb, sequela"
72872	T23.651D	"Corrosion of second degree of right palm, subsequent encounter"
72873	T23.651S	"Corrosion of second degree of right palm, sequela"
72876	T23.652D	"Corrosion of second degree of left palm, subsequent encounter"
72877	T23.652S	"Corrosion of second degree of left palm, sequela"
72880	T23.659D	"Corrosion of second degree of unspecified palm, subsequent encounter"
72881	T23.659S	"Corrosion of second degree of unspecified palm, sequela"
72885	T23.661D	"Corrosion of second degree back of right hand, subsequent encounter"
72886	T23.661S	"Corrosion of second degree back of right hand, sequela"
72889	T23.662D	"Corrosion of second degree back of left hand, subsequent encounter"
72890	T23.662S	"Corrosion of second degree back of left hand, sequela"
72893	T23.669D	"Corrosion of second degree back of unspecified hand, subsequent encounter"
72894	T23.669S	"Corrosion of second degree back of unspecified hand, sequela"
72898	T23.671D	"Corrosion of second degree of right wrist, subsequent encounter"
72899	T23.671S	"Corrosion of second degree of right wrist, sequela"
72902	T23.672D	"Corrosion of second degree of left wrist, subsequent encounter"
72903	T23.672S	"Corrosion of second degree of left wrist, sequela"
72906	T23.679D	"Corrosion of second degree of unspecified wrist, subsequent encounter"
72907	T23.679S	"Corrosion of second degree of unspecified wrist, sequela"
72911	T23.691D	"Corrosion of second degree of multiple sites of right wrist and hand, subsequent encounter"
72912	T23.691S	"Corrosion of second degree of multiple sites of right wrist and hand, sequela"
72915	T23.692D	"Corrosion of second degree of multiple sites of left wrist and hand, subsequent encounter"
72916	T23.692S	"Corrosion of second degree of multiple sites of left wrist and hand, sequela"
72919	T23.699D	"Corrosion of second degree of multiple sites of unspecified wrist and hand, subsequent encounter"
72920	T23.699S	"Corrosion of second degree of multiple sites of unspecified wrist and hand, sequela"
72925	T23.701D	"Corrosion of third degree of right hand, unspecified site, subsequent encounter"
72926	T23.701S	"Corrosion of third degree of right hand, unspecified site, sequela"
72929	T23.702D	"Corrosion of third degree of left hand, unspecified site, subsequent encounter"
72930	T23.702S	"Corrosion of third degree of left hand, unspecified site, sequela"
72933	T23.709D	"Corrosion of third degree of unspecified hand, unspecified site, subsequent encounter"
72934	T23.709S	"Corrosion of third degree of unspecified hand, unspecified site, sequela"
72938	T23.711D	"Corrosion of third degree of right thumb (nail), subsequent encounter"
72939	T23.711S	"Corrosion of third degree of right thumb (nail), sequela"
72942	T23.712D	"Corrosion of third degree of left thumb (nail), subsequent encounter"
72943	T23.712S	"Corrosion of third degree of left thumb (nail), sequela"
72946	T23.719D	"Corrosion of third degree of unspecified thumb (nail), subsequent encounter"
72947	T23.719S	"Corrosion of third degree of unspecified thumb (nail), sequela"
72951	T23.721D	"Corrosion of third degree of single right finger (nail) except thumb, subsequent encounter"
72952	T23.721S	"Corrosion of third degree of single right finger (nail) except thumb, sequela"
72955	T23.722D	"Corrosion of third degree of single left finger (nail) except thumb, subsequent encounter"
72956	T23.722S	"Corrosion of third degree of single left finger (nail) except thumb, sequela"
72959	T23.729D	"Corrosion of third degree of unspecified single finger (nail) except thumb, subsequent encounter"
72960	T23.729S	"Corrosion of third degree of unspecified single finger (nail) except thumb, sequela"
72964	T23.731D	"Corrosion of third degree of multiple right fingers (nail), not including thumb, subsequent encounter"
72965	T23.731S	"Corrosion of third degree of multiple right fingers (nail), not including thumb, sequela"
72968	T23.732D	"Corrosion of third degree of multiple left fingers (nail), not including thumb, subsequent encounter"
72969	T23.732S	"Corrosion of third degree of multiple left fingers (nail), not including thumb, sequela"
72972	T23.739D	"Corrosion of third degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter"
72973	T23.739S	"Corrosion of third degree of unspecified multiple fingers (nail), not including thumb, sequela"
72977	T23.741D	"Corrosion of third degree of multiple right fingers (nail), including thumb, subsequent encounter"
72978	T23.741S	"Corrosion of third degree of multiple right fingers (nail), including thumb, sequela"
72981	T23.742D	"Corrosion of third degree of multiple left fingers (nail), including thumb, subsequent encounter"
72982	T23.742S	"Corrosion of third degree of multiple left fingers (nail), including thumb, sequela"
72985	T23.749D	"Corrosion of third degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
72986	T23.749S	"Corrosion of third degree of unspecified multiple fingers (nail), including thumb, sequela"
72990	T23.751D	"Corrosion of third degree of right palm, subsequent encounter"
72991	T23.751S	"Corrosion of third degree of right palm, sequela"
72994	T23.752D	"Corrosion of third degree of left palm, subsequent encounter"
72995	T23.752S	"Corrosion of third degree of left palm, sequela"
72998	T23.759D	"Corrosion of third degree of unspecified palm, subsequent encounter"
72999	T23.759S	"Corrosion of third degree of unspecified palm, sequela"
73003	T23.761D	"Corrosion of third degree of back of right hand, subsequent encounter"
73004	T23.761S	"Corrosion of third degree of back of right hand, sequela"
73007	T23.762D	"Corrosion of third degree of back of left hand, subsequent encounter"
73008	T23.762S	"Corrosion of third degree of back of left hand, sequela"
73011	T23.769D	"Corrosion of third degree back of unspecified hand, subsequent encounter"
73012	T23.769S	"Corrosion of third degree back of unspecified hand, sequela"
73016	T23.771D	"Corrosion of third degree of right wrist, subsequent encounter"
73017	T23.771S	"Corrosion of third degree of right wrist, sequela"
73020	T23.772D	"Corrosion of third degree of left wrist, subsequent encounter"
73021	T23.772S	"Corrosion of third degree of left wrist, sequela"
73024	T23.779D	"Corrosion of third degree of unspecified wrist, subsequent encounter"
73025	T23.779S	"Corrosion of third degree of unspecified wrist, sequela"
73029	T23.791D	"Corrosion of third degree of multiple sites of right wrist and hand, subsequent encounter"
73030	T23.791S	"Corrosion of third degree of multiple sites of right wrist and hand, sequela"
73033	T23.792D	"Corrosion of third degree of multiple sites of left wrist and hand, subsequent encounter"
73034	T23.792S	"Corrosion of third degree of multiple sites of left wrist and hand, sequela"
73037	T23.799D	"Corrosion of third degree of multiple sites of unspecified wrist and hand, subsequent encounter"
73038	T23.799S	"Corrosion of third degree of multiple sites of unspecified wrist and hand, sequela"
73044	T24.001D	"Burn of unspecified degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73045	T24.001S	"Burn of unspecified degree of unspecified site of right lower limb, except ankle and foot, sequela"
73048	T24.002D	"Burn of unspecified degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73049	T24.002S	"Burn of unspecified degree of unspecified site of left lower limb, except ankle and foot, sequela"
73052	T24.009D	"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73053	T24.009S	"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73057	T24.011D	"Burn of unspecified degree of right thigh, subsequent encounter"
73058	T24.011S	"Burn of unspecified degree of right thigh, sequela"
73061	T24.012D	"Burn of unspecified degree of left thigh, subsequent encounter"
73062	T24.012S	"Burn of unspecified degree of left thigh, sequela"
73065	T24.019D	"Burn of unspecified degree of unspecified thigh, subsequent encounter"
73066	T24.019S	"Burn of unspecified degree of unspecified thigh, sequela"
73070	T24.021D	"Burn of unspecified degree of right knee, subsequent encounter"
73071	T24.021S	"Burn of unspecified degree of right knee, sequela"
73074	T24.022D	"Burn of unspecified degree of left knee, subsequent encounter"
73075	T24.022S	"Burn of unspecified degree of left knee, sequela"
73078	T24.029D	"Burn of unspecified degree of unspecified knee, subsequent encounter"
73079	T24.029S	"Burn of unspecified degree of unspecified knee, sequela"
73083	T24.031D	"Burn of unspecified degree of right lower leg, subsequent encounter"
73084	T24.031S	"Burn of unspecified degree of right lower leg, sequela"
73087	T24.032D	"Burn of unspecified degree of left lower leg, subsequent encounter"
73088	T24.032S	"Burn of unspecified degree of left lower leg, sequela"
73091	T24.039D	"Burn of unspecified degree of unspecified lower leg, subsequent encounter"
73092	T24.039S	"Burn of unspecified degree of unspecified lower leg, sequela"
73096	T24.091D	"Burn of unspecified degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73097	T24.091S	"Burn of unspecified degree of multiple sites of right lower limb, except ankle and foot, sequela"
73100	T24.092D	"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73101	T24.092S	"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
73104	T24.099D	"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73105	T24.099S	"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73110	T24.101D	"Burn of first degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73111	T24.101S	"Burn of first degree of unspecified site of right lower limb, except ankle and foot, sequela"
73114	T24.102D	"Burn of first degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73115	T24.102S	"Burn of first degree of unspecified site of left lower limb, except ankle and foot, sequela"
73118	T24.109D	"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73119	T24.109S	"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73123	T24.111D	"Burn of first degree of right thigh, subsequent encounter"
73124	T24.111S	"Burn of first degree of right thigh, sequela"
73127	T24.112D	"Burn of first degree of left thigh, subsequent encounter"
73128	T24.112S	"Burn of first degree of left thigh, sequela"
73131	T24.119D	"Burn of first degree of unspecified thigh, subsequent encounter"
73132	T24.119S	"Burn of first degree of unspecified thigh, sequela"
73136	T24.121D	"Burn of first degree of right knee, subsequent encounter"
73137	T24.121S	"Burn of first degree of right knee, sequela"
73140	T24.122D	"Burn of first degree of left knee, subsequent encounter"
73141	T24.122S	"Burn of first degree of left knee, sequela"
73144	T24.129D	"Burn of first degree of unspecified knee, subsequent encounter"
73145	T24.129S	"Burn of first degree of unspecified knee, sequela"
73149	T24.131D	"Burn of first degree of right lower leg, subsequent encounter"
73150	T24.131S	"Burn of first degree of right lower leg, sequela"
73153	T24.132D	"Burn of first degree of left lower leg, subsequent encounter"
73154	T24.132S	"Burn of first degree of left lower leg, sequela"
73157	T24.139D	"Burn of first degree of unspecified lower leg, subsequent encounter"
73158	T24.139S	"Burn of first degree of unspecified lower leg, sequela"
73162	T24.191D	"Burn of first degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73163	T24.191S	"Burn of first degree of multiple sites of right lower limb, except ankle and foot, sequela"
73166	T24.192D	"Burn of first degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73167	T24.192S	"Burn of first degree of multiple sites of left lower limb, except ankle and foot, sequela"
73170	T24.199D	"Burn of first degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73171	T24.199S	"Burn of first degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73176	T24.201D	"Burn of second degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73177	T24.201S	"Burn of second degree of unspecified site of right lower limb, except ankle and foot, sequela"
73180	T24.202D	"Burn of second degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73181	T24.202S	"Burn of second degree of unspecified site of left lower limb, except ankle and foot, sequela"
73184	T24.209D	"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73185	T24.209S	"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73189	T24.211D	"Burn of second degree of right thigh, subsequent encounter"
73190	T24.211S	"Burn of second degree of right thigh, sequela"
73193	T24.212D	"Burn of second degree of left thigh, subsequent encounter"
73194	T24.212S	"Burn of second degree of left thigh, sequela"
73197	T24.219D	"Burn of second degree of unspecified thigh, subsequent encounter"
73198	T24.219S	"Burn of second degree of unspecified thigh, sequela"
73202	T24.221D	"Burn of second degree of right knee, subsequent encounter"
73203	T24.221S	"Burn of second degree of right knee, sequela"
73206	T24.222D	"Burn of second degree of left knee, subsequent encounter"
73207	T24.222S	"Burn of second degree of left knee, sequela"
73210	T24.229D	"Burn of second degree of unspecified knee, subsequent encounter"
73211	T24.229S	"Burn of second degree of unspecified knee, sequela"
73215	T24.231D	"Burn of second degree of right lower leg, subsequent encounter"
73216	T24.231S	"Burn of second degree of right lower leg, sequela"
73219	T24.232D	"Burn of second degree of left lower leg, subsequent encounter"
73220	T24.232S	"Burn of second degree of left lower leg, sequela"
73223	T24.239D	"Burn of second degree of unspecified lower leg, subsequent encounter"
73224	T24.239S	"Burn of second degree of unspecified lower leg, sequela"
73228	T24.291D	"Burn of second degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73229	T24.291S	"Burn of second degree of multiple sites of right lower limb, except ankle and foot, sequela"
73232	T24.292D	"Burn of second degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73233	T24.292S	"Burn of second degree of multiple sites of left lower limb, except ankle and foot, sequela"
73236	T24.299D	"Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73237	T24.299S	"Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73242	T24.301D	"Burn of third degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73243	T24.301S	"Burn of third degree of unspecified site of right lower limb, except ankle and foot, sequela"
73246	T24.302D	"Burn of third degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73247	T24.302S	"Burn of third degree of unspecified site of left lower limb, except ankle and foot, sequela"
73250	T24.309D	"Burn of third degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73251	T24.309S	"Burn of third degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73255	T24.311D	"Burn of third degree of right thigh, subsequent encounter"
73256	T24.311S	"Burn of third degree of right thigh, sequela"
73259	T24.312D	"Burn of third degree of left thigh, subsequent encounter"
73260	T24.312S	"Burn of third degree of left thigh, sequela"
73263	T24.319D	"Burn of third degree of unspecified thigh, subsequent encounter"
73264	T24.319S	"Burn of third degree of unspecified thigh, sequela"
73268	T24.321D	"Burn of third degree of right knee, subsequent encounter"
73269	T24.321S	"Burn of third degree of right knee, sequela"
73272	T24.322D	"Burn of third degree of left knee, subsequent encounter"
73273	T24.322S	"Burn of third degree of left knee, sequela"
73276	T24.329D	"Burn of third degree of unspecified knee, subsequent encounter"
73277	T24.329S	"Burn of third degree of unspecified knee, sequela"
73281	T24.331D	"Burn of third degree of right lower leg, subsequent encounter"
73282	T24.331S	"Burn of third degree of right lower leg, sequela"
73285	T24.332D	"Burn of third degree of left lower leg, subsequent encounter"
73286	T24.332S	"Burn of third degree of left lower leg, sequela"
73289	T24.339D	"Burn of third degree of unspecified lower leg, subsequent encounter"
73290	T24.339S	"Burn of third degree of unspecified lower leg, sequela"
73294	T24.391D	"Burn of third degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73295	T24.391S	"Burn of third degree of multiple sites of right lower limb, except ankle and foot, sequela"
73298	T24.392D	"Burn of third degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73299	T24.392S	"Burn of third degree of multiple sites of left lower limb, except ankle and foot, sequela"
73302	T24.399D	"Burn of third degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73303	T24.399S	"Burn of third degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73308	T24.401D	"Corrosion of unspecified degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73309	T24.401S	"Corrosion of unspecified degree of unspecified site of right lower limb, except ankle and foot, sequela"
73312	T24.402D	"Corrosion of unspecified degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73313	T24.402S	"Corrosion of unspecified degree of unspecified site of left lower limb, except ankle and foot, sequela"
73316	T24.409D	"Corrosion of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73317	T24.409S	"Corrosion of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73321	T24.411D	"Corrosion of unspecified degree of right thigh, subsequent encounter"
73322	T24.411S	"Corrosion of unspecified degree of right thigh, sequela"
73325	T24.412D	"Corrosion of unspecified degree of left thigh, subsequent encounter"
73326	T24.412S	"Corrosion of unspecified degree of left thigh, sequela"
73329	T24.419D	"Corrosion of unspecified degree of unspecified thigh, subsequent encounter"
73330	T24.419S	"Corrosion of unspecified degree of unspecified thigh, sequela"
73334	T24.421D	"Corrosion of unspecified degree of right knee, subsequent encounter"
73335	T24.421S	"Corrosion of unspecified degree of right knee, sequela"
73338	T24.422D	"Corrosion of unspecified degree of left knee, subsequent encounter"
73339	T24.422S	"Corrosion of unspecified degree of left knee, sequela"
73342	T24.429D	"Corrosion of unspecified degree of unspecified knee, subsequent encounter"
73343	T24.429S	"Corrosion of unspecified degree of unspecified knee, sequela"
73347	T24.431D	"Corrosion of unspecified degree of right lower leg, subsequent encounter"
73348	T24.431S	"Corrosion of unspecified degree of right lower leg, sequela"
73351	T24.432D	"Corrosion of unspecified degree of left lower leg, subsequent encounter"
73352	T24.432S	"Corrosion of unspecified degree of left lower leg, sequela"
73355	T24.439D	"Corrosion of unspecified degree of unspecified lower leg, subsequent encounter"
73356	T24.439S	"Corrosion of unspecified degree of unspecified lower leg, sequela"
73360	T24.491D	"Corrosion of unspecified degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73361	T24.491S	"Corrosion of unspecified degree of multiple sites of right lower limb, except ankle and foot, sequela"
73364	T24.492D	"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73365	T24.492S	"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
73368	T24.499D	"Corrosion of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73369	T24.499S	"Corrosion of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73374	T24.501D	"Corrosion of first degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73375	T24.501S	"Corrosion of first degree of unspecified site of right lower limb, except ankle and foot, sequela"
73378	T24.502D	"Corrosion of first degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73379	T24.502S	"Corrosion of first degree of unspecified site of left lower limb, except ankle and foot, sequela"
73382	T24.509D	"Corrosion of first degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73383	T24.509S	"Corrosion of first degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73387	T24.511D	"Corrosion of first degree of right thigh, subsequent encounter"
73388	T24.511S	"Corrosion of first degree of right thigh, sequela"
73391	T24.512D	"Corrosion of first degree of left thigh, subsequent encounter"
73392	T24.512S	"Corrosion of first degree of left thigh, sequela"
73395	T24.519D	"Corrosion of first degree of unspecified thigh, subsequent encounter"
73396	T24.519S	"Corrosion of first degree of unspecified thigh, sequela"
73400	T24.521D	"Corrosion of first degree of right knee, subsequent encounter"
73401	T24.521S	"Corrosion of first degree of right knee, sequela"
73404	T24.522D	"Corrosion of first degree of left knee, subsequent encounter"
73405	T24.522S	"Corrosion of first degree of left knee, sequela"
73408	T24.529D	"Corrosion of first degree of unspecified knee, subsequent encounter"
73409	T24.529S	"Corrosion of first degree of unspecified knee, sequela"
73413	T24.531D	"Corrosion of first degree of right lower leg, subsequent encounter"
73414	T24.531S	"Corrosion of first degree of right lower leg, sequela"
73417	T24.532D	"Corrosion of first degree of left lower leg, subsequent encounter"
73418	T24.532S	"Corrosion of first degree of left lower leg, sequela"
73421	T24.539D	"Corrosion of first degree of unspecified lower leg, subsequent encounter"
73422	T24.539S	"Corrosion of first degree of unspecified lower leg, sequela"
73426	T24.591D	"Corrosion of first degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73427	T24.591S	"Corrosion of first degree of multiple sites of right lower limb, except ankle and foot, sequela"
73430	T24.592D	"Corrosion of first degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73431	T24.592S	"Corrosion of first degree of multiple sites of left lower limb, except ankle and foot, sequela"
73434	T24.599D	"Corrosion of first degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73435	T24.599S	"Corrosion of first degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73440	T24.601D	"Corrosion of second degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73441	T24.601S	"Corrosion of second degree of unspecified site of right lower limb, except ankle and foot, sequela"
73444	T24.602D	"Corrosion of second degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73445	T24.602S	"Corrosion of second degree of unspecified site of left lower limb, except ankle and foot, sequela"
73448	T24.609D	"Corrosion of second degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73449	T24.609S	"Corrosion of second degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73453	T24.611D	"Corrosion of second degree of right thigh, subsequent encounter"
73454	T24.611S	"Corrosion of second degree of right thigh, sequela"
73457	T24.612D	"Corrosion of second degree of left thigh, subsequent encounter"
73458	T24.612S	"Corrosion of second degree of left thigh, sequela"
73461	T24.619D	"Corrosion of second degree of unspecified thigh, subsequent encounter"
73462	T24.619S	"Corrosion of second degree of unspecified thigh, sequela"
73466	T24.621D	"Corrosion of second degree of right knee, subsequent encounter"
73467	T24.621S	"Corrosion of second degree of right knee, sequela"
73470	T24.622D	"Corrosion of second degree of left knee, subsequent encounter"
73471	T24.622S	"Corrosion of second degree of left knee, sequela"
73474	T24.629D	"Corrosion of second degree of unspecified knee, subsequent encounter"
73475	T24.629S	"Corrosion of second degree of unspecified knee, sequela"
73479	T24.631D	"Corrosion of second degree of right lower leg, subsequent encounter"
73480	T24.631S	"Corrosion of second degree of right lower leg, sequela"
73483	T24.632D	"Corrosion of second degree of left lower leg, subsequent encounter"
73484	T24.632S	"Corrosion of second degree of left lower leg, sequela"
73487	T24.639D	"Corrosion of second degree of unspecified lower leg, subsequent encounter"
73488	T24.639S	"Corrosion of second degree of unspecified lower leg, sequela"
73492	T24.691D	"Corrosion of second degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73493	T24.691S	"Corrosion of second degree of multiple sites of right lower limb, except ankle and foot, sequela"
73496	T24.692D	"Corrosion of second degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73497	T24.692S	"Corrosion of second degree of multiple sites of left lower limb, except ankle and foot, sequela"
73500	T24.699D	"Corrosion of second degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73501	T24.699S	"Corrosion of second degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73506	T24.701D	"Corrosion of third degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
73507	T24.701S	"Corrosion of third degree of unspecified site of right lower limb, except ankle and foot, sequela"
73510	T24.702D	"Corrosion of third degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
73511	T24.702S	"Corrosion of third degree of unspecified site of left lower limb, except ankle and foot, sequela"
73514	T24.709D	"Corrosion of third degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
73515	T24.709S	"Corrosion of third degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
73519	T24.711D	"Corrosion of third degree of right thigh, subsequent encounter"
73520	T24.711S	"Corrosion of third degree of right thigh, sequela"
73523	T24.712D	"Corrosion of third degree of left thigh, subsequent encounter"
73524	T24.712S	"Corrosion of third degree of left thigh, sequela"
73527	T24.719D	"Corrosion of third degree of unspecified thigh, subsequent encounter"
73528	T24.719S	"Corrosion of third degree of unspecified thigh, sequela"
73532	T24.721D	"Corrosion of third degree of right knee, subsequent encounter"
73533	T24.721S	"Corrosion of third degree of right knee, sequela"
73536	T24.722D	"Corrosion of third degree of left knee, subsequent encounter"
73537	T24.722S	"Corrosion of third degree of left knee, sequela"
73540	T24.729D	"Corrosion of third degree of unspecified knee, subsequent encounter"
73541	T24.729S	"Corrosion of third degree of unspecified knee, sequela"
73545	T24.731D	"Corrosion of third degree of right lower leg, subsequent encounter"
73546	T24.731S	"Corrosion of third degree of right lower leg, sequela"
73549	T24.732D	"Corrosion of third degree of left lower leg, subsequent encounter"
73550	T24.732S	"Corrosion of third degree of left lower leg, sequela"
73553	T24.739D	"Corrosion of third degree of unspecified lower leg, subsequent encounter"
73554	T24.739S	"Corrosion of third degree of unspecified lower leg, sequela"
73558	T24.791D	"Corrosion of third degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
73559	T24.791S	"Corrosion of third degree of multiple sites of right lower limb, except ankle and foot, sequela"
73562	T24.792D	"Corrosion of third degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
73563	T24.792S	"Corrosion of third degree of multiple sites of left lower limb, except ankle and foot, sequela"
73566	T24.799D	"Corrosion of third degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
73567	T24.799S	"Corrosion of third degree of multiple sites of unspecified lower limb, except ankle and foot, sequela"
73573	T25.011D	"Burn of unspecified degree of right ankle, subsequent encounter"
73574	T25.011S	"Burn of unspecified degree of right ankle, sequela"
73577	T25.012D	"Burn of unspecified degree of left ankle, subsequent encounter"
73578	T25.012S	"Burn of unspecified degree of left ankle, sequela"
73581	T25.019D	"Burn of unspecified degree of unspecified ankle, subsequent encounter"
73582	T25.019S	"Burn of unspecified degree of unspecified ankle, sequela"
73586	T25.021D	"Burn of unspecified degree of right foot, subsequent encounter"
73587	T25.021S	"Burn of unspecified degree of right foot, sequela"
73590	T25.022D	"Burn of unspecified degree of left foot, subsequent encounter"
73591	T25.022S	"Burn of unspecified degree of left foot, sequela"
73594	T25.029D	"Burn of unspecified degree of unspecified foot, subsequent encounter"
73595	T25.029S	"Burn of unspecified degree of unspecified foot, sequela"
73599	T25.031D	"Burn of unspecified degree of right toe(s) (nail), subsequent encounter"
73600	T25.031S	"Burn of unspecified degree of right toe(s) (nail), sequela"
73603	T25.032D	"Burn of unspecified degree of left toe(s) (nail), subsequent encounter"
73604	T25.032S	"Burn of unspecified degree of left toe(s) (nail), sequela"
73607	T25.039D	"Burn of unspecified degree of unspecified toe(s) (nail), subsequent encounter"
73608	T25.039S	"Burn of unspecified degree of unspecified toe(s) (nail), sequela"
73612	T25.091D	"Burn of unspecified degree of multiple sites of right ankle and foot, subsequent encounter"
73613	T25.091S	"Burn of unspecified degree of multiple sites of right ankle and foot, sequela"
73616	T25.092D	"Burn of unspecified degree of multiple sites of left ankle and foot, subsequent encounter"
73617	T25.092S	"Burn of unspecified degree of multiple sites of left ankle and foot, sequela"
73620	T25.099D	"Burn of unspecified degree of multiple sites of unspecified ankle and foot, subsequent encounter"
